# in Mpc/h Units 
# D1 = 0.258436 
# k P N P(z=0)
106.577 0.00246105 285146 0.0368481
107.077 0.00245199 293280 0.0367124
107.581 0.00241313 294602 0.0361306
108.087 0.00240375 301278 0.0359901
108.595 0.0023806 302954 0.0356436
109.104 0.00235258 307674 0.035224
109.614 0.00233941 310560 0.0350268
110.13 0.00231808 320834 0.0347074
110.65 0.00228386 321582 0.0341951
111.17 0.0022641 325226 0.0338992
111.691 0.00224887 331422 0.0336711
112.216 0.00223046 335066 0.0333955
112.744 0.00219846 341340 0.0329164
113.272 0.00219566 342038 0.0328745
113.803 0.00218077 351354 0.0326516
114.339 0.00215453 355478 0.0322586
114.877 0.00213975 360066 0.0320374
115.416 0.00212182 364634 0.0317689
115.957 0.00210707 369072 0.0315482
116.503 0.00207698 377642 0.0310975
117.053 0.00207397 382074 0.0310525
117.602 0.00206101 384014 0.0308584
118.154 0.00202655 393066 0.0303426
118.707 0.00201007 393950 0.0300958
119.264 0.00198135 404154 0.0296657
119.826 0.00196849 409178 0.0294731
120.388 0.00195219 413334 0.0292291
120.954 0.00192905 421196 0.0288826
121.521 0.00191507 422658 0.0286734
122.091 0.00189598 434990 0.0283876
122.666 0.0018866 437442 0.0282471
123.241 0.00186479 443066 0.0279206
123.82 0.00185407 452150 0.0277601
124.401 0.00184116 455538 0.0275668
124.985 0.00182193 463382 0.0272788
125.571 0.00180933 468666 0.0270903
126.162 0.00179109 479642 0.0268171
126.756 0.00176923 482814 0.0264898
127.35 0.00175861 489386 0.0263307
127.948 0.00175156 498642 0.0262253
128.55 0.00173733 503450 0.0260122
129.154 0.00171404 512838 0.0256634
129.761 0.00170637 517586 0.0255486
130.369 0.00169279 524372 0.0253453
130.98 0.00166903 534270 0.0249895
131.596 0.00165851 540386 0.024832
132.215 0.00163694 550938 0.0245091
132.836 0.00162734 554270 0.0243653
133.459 0.00161429 564978 0.02417
134.087 0.00159732 574370 0.0239158
134.718 0.00157758 579614 0.0236203
135.35 0.00156649 587778 0.0234542
135.985 0.00154907 596978 0.0231934
136.624 0.00153708 606570 0.0230139
137.267 0.0015177 613982 0.0227237
137.911 0.00150972 621200 0.0226042
138.558 0.00149449 631386 0.0223762
139.208 0.00148365 640418 0.022214
139.864 0.00147055 651870 0.0220177
140.521 0.00145601 657770 0.0218001
141.18 0.00144084 667082 0.0215729
141.842 0.00142964 675810 0.0214053
142.509 0.00142128 689318 0.0212801
143.18 0.0014032 698754 0.0210094
143.854 0.00139085 706922 0.0208245
144.529 0.00138156 715562 0.0206853
145.208 0.00137215 727662 0.0205446
145.889 0.00135609 734426 0.020304
146.572 0.00134283 745746 0.0201056
147.26 0.00132884 759698 0.0198961
147.952 0.00131441 768140 0.01968
