# in Mpc/h Units 
# D1 = 0.321902 
# k P N P(z=0)
20.5231 0.110298 9816 1.06444
20.576 0.109634 8712 1.05803
20.627 0.108459 8256 1.04669
20.6786 0.110718 9344 1.06849
20.7331 0.106437 9822 1.02718
20.7882 0.10748 9624 1.03724
20.8426 0.107923 9480 1.04152
20.8961 0.107464 9132 1.03709
20.9485 0.108673 9816 1.04875
20.9997 0.107701 8688 1.03938
21.0552 0.106591 10062 1.02866
21.1104 0.106074 10512 1.02367
21.1672 0.103253 10104 0.996449
21.2183 0.104527 8936 1.00875
21.2722 0.104738 10488 1.01078
21.3287 0.100962 9660 0.974335
21.3821 0.104371 10206 1.00724
21.4364 0.103058 10680 0.994564
21.4933 0.105957 10296 1.02255
21.5483 0.100539 10224 0.97026
21.6033 0.102384 10656 0.988059
21.6589 0.103116 10134 0.995123
21.7146 0.102094 11496 0.985268
21.7745 0.0992518 10724 0.957834
21.8273 0.0991415 10656 0.956769
21.8816 0.0971496 10320 0.937547
21.94 0.101057 11592 0.97526
21.9988 0.09903 11358 0.955694
22.054 0.0964017 10632 0.930329
22.1087 0.0966599 11640 0.932821
22.1666 0.0984327 10920 0.949929
22.2221 0.0970716 11004 0.936794
22.2772 0.0941053 11262 0.908167
22.3371 0.0965681 12440 0.931935
22.3946 0.0939251 11712 0.906429
22.4502 0.0924676 10512 0.892363
22.5085 0.0955659 13632 0.922263
22.5697 0.0935641 11496 0.902945
22.6258 0.0932729 11022 0.900134
22.6838 0.0933015 13500 0.900411
22.7451 0.0933608 12624 0.900983
22.8008 0.0917198 11040 0.885146
22.8586 0.0920053 12488 0.887902
22.9186 0.0901823 12774 0.870308
